age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
42;technician;married;secondary;no;396;yes;no;cellular;28;jun;245;2;-1;0;success;no
29;technician;married;tertiary;no;5540;yes;no;unknown;5;jul;426;3;-1;0;unknown;yes
37;retired;married;tertiary;no;1754;no;no;cellular;17;jun;203;6;-1;0;unknown;no
23;services;divorced;tertiary;no;1327;no;no;unknown;3;may;258;2;-1;0;unknown;yes
49;technician;single;secondary;no;-884;yes;no;cellular;27;apr;855;2;-1;0;unknown;yes
44;technician;married;secondary;no;-3000;yes;no;unknown;6;nov;25;4;-1;0;success;yes
52;management;single;secondary;no;3632;no;no;cellular;3;jul;28;1;-1;0;unknown;no
37;admin.;single;tertiary;no;2408;yes;no;unknown;27;jul;130;1;-1;0;unknown;no
53;management;married;primary;no;2482;no;no;cellular;22;jun;166;2;-1;0;unknown;yes
41;self-employed;divorced;secondary;no;-447;no;no;cellular;6;aug;57;1;148;2;unknown;no
42;management;married;secondary;no;912;no;no;cellular;21;jul;22;3;-1;0;unknown;no
64;services;married;secondary;no;3723;yes;no;cellular;26;feb;5;2;-1;0;unknown;no
35;entrepreneur;married;secondary;no;4296;yes;no;telephone;13;nov;376;1;-1;0;unknown;yes
54;retired;married;tertiary;no;-2185;yes;no;unknown;21;may;172;4;-1;0;unknown;no
46;blue-collar;married;secondary;no;-550;no;no;cellular;25;apr;482;2;-1;0;success;yes
34;services;single;tertiary;no;-2819;no;no;unknown;19;mar;116;1;-1;0;unknown;yes
26;management;married;secondary;yes;1953;no;no;cellular;15;aug;316;3;24;1;unknown;yes
29;blue-collar;single;secondary;no;4003;no;yes;cellular;27;jul;174;3;-1;0;unknown;yes
53;blue-collar;married;secondary;no;513;no;no;cellular;26;jul;246;1;-1;0;unknown;yes
60;services;married;primary;no;-638;no;no;unknown;7;dec;120;5;-1;0;unknown;yes
42;management;married;secondary;no;344;no;no;cellular;13;may;22;4;-1;0;unknown;yes
42;blue-collar;married;tertiary;no;8268;no;no;telephone;20;jul;765;1;-1;0;unknown;no
49;unemployed;single;secondary;no;4925;yes;no;cellular;2;jul;470;1;-1;0;unknown;yes
41;services;married;tertiary;no;3542;yes;no;cellular;26;dec;97;4;-1;0;unknown;no
53;technician;married;secondary;no;2310;no;no;cellular;19;may;828;4;-1;0;unknown;yes
44;management;married;primary;no;1311;yes;no;cellular;19;dec;92;7;-1;0;unknown;no
42;management;single;primary;no;-1369;yes;no;cellular;3;apr;152;5;-1;0;unknown;no
33;technician;divorced;secondary;no;-1835;no;no;cellular;3;aug;365;3;151;1;unknown;no
30;management;single;secondary;no;-353;no;no;unknown;26;jul;96;1;-1;0;unknown;no
18;services;married;primary;no;-1511;no;no;cellular;6;aug;102;4;11;1;unknown;yes
54;blue-collar;married;secondary;no;-473;yes;no;unknown;13;jan;137;4;-1;0;unknown;no
39;management;married;secondary;no;1044;no;no;cellular;14;mar;164;3;-1;0;unknown;yes
36;blue-collar;married;secondary;no;1274;yes;yes;cellular;6;feb;34;6;-1;0;unknown;no
19;blue-collar;married;tertiary;no;-511;no;no;cellular;27;jul;4;4;-1;0;unknown;no
33;admin.;married;secondary;no;2835;yes;no;cellular;9;jul;653;5;-1;0;unknown;no
32;admin.;married;secondary;no;782;no;no;cellular;24;nov;113;3;-1;0;unknown;no
32;unemployed;married;tertiary;no;1994;no;no;cellular;10;jun;27;3;293;1;unknown;no
44;blue-collar;single;secondary;no;-883;yes;no;cellular;16;feb;370;5;27;1;failure;yes
42;self-employed;married;secondary;no;3428;no;yes;telephone;23;may;90;1;-1;0;unknown;yes
26;technician;married;secondary;no;-254;no;no;cellular;15;jan;52;2;-1;0;unknown;no
26;management;single;primary;no;6175;yes;no;cellular;12;aug;854;2;-1;0;unknown;yes
26;blue-collar;married;tertiary;no;675;yes;yes;unknown;28;aug;658;2;-1;0;unknown;no
60;services;single;secondary;no;1065;yes;no;unknown;13;dec;29;3;-1;0;unknown;no
57;retired;married;tertiary;yes;3130;yes;no;cellular;18;may;596;1;-1;0;unknown;no
31;services;married;tertiary;no;3785;no;no;unknown;26;jan;575;3;-1;0;other;yes
19;services;single;secondary;no;4108;no;no;unknown;2;may;261;4;-1;0;unknown;no
42;unemployed;single;secondary;no;6676;yes;no;cellular;14;jul;196;5;-1;0;unknown;no
41;management;single;secondary;no;3335;yes;yes;cellular;17;dec;63;3;319;4;unknown;yes
44;entrepreneur;married;secondary;no;1149;yes;no;unknown;23;apr;33;1;-1;0;unknown;no
49;retired;married;secondary;no;-238;yes;yes;cellular;23;apr;242;3;-1;0;unknown;no
45;admin.;married;secondary;no;948;yes;no;cellular;1;jul;448;1;-1;0;failure;no
28;technician;married;secondary;no;5802;yes;yes;cellular;22;jul;303;2;-1;0;unknown;no
44;blue-collar;divorced;secondary;no;-2810;yes;no;unknown;11;may;51;1;-1;0;unknown;no
50;blue-collar;married;unknown;no;-1107;no;no;unknown;14;aug;89;3;82;1;failure;no
33;technician;divorced;primary;no;693;no;no;cellular;12;apr;205;3;-1;0;unknown;no
44;management;married;tertiary;no;-1146;yes;no;unknown;23;dec;255;2;-1;0;unknown;yes
34;management;married;tertiary;no;123;no;no;cellular;14;may;19;4;-1;0;unknown;yes
62;management;married;secondary;yes;6768;no;no;cellular;17;mar;247;3;-1;0;unknown;yes
26;technician;single;tertiary;no;455;no;no;cellular;12;may;346;3;130;3;unknown;yes
53;entrepreneur;single;secondary;no;2584;yes;yes;unknown;6;may;52;1;-1;0;unknown;no
22;technician;single;secondary;yes;-3000;no;no;cellular;26;jun;73;6;-1;0;unknown;yes
60;admin.;single;secondary;no;-1957;no;no;cellular;9;jul;77;1;-1;0;unknown;no
28;student;single;secondary;no;4148;yes;no;cellular;12;jun;730;3;-1;0;unknown;yes
43;technician;single;secondary;no;6354;yes;yes;cellular;17;jul;135;1;-1;0;unknown;no
23;blue-collar;married;secondary;no;2014;no;yes;cellular;16;may;196;1;-1;0;unknown;no
26;management;married;secondary;no;431;no;yes;cellular;2;jan;335;2;-1;0;failure;no
50;blue-collar;married;secondary;no;2838;no;no;unknown;18;dec;120;2;-1;0;unknown;no
52;services;divorced;secondary;no;-3000;no;no;cellular;16;aug;29;1;-1;0;unknown;no
43;management;divorced;primary;no;2037;no;no;telephone;10;mar;276;4;198;3;unknown;no
49;retired;married;primary;no;-1788;yes;yes;cellular;19;may;286;1;-1;0;unknown;yes
52;blue-collar;single;secondary;no;3732;yes;no;cellular;4;jul;78;5;-1;0;unknown;no
33;blue-collar;divorced;primary;no;-3000;no;no;cellular;7;may;9;1;-1;0;unknown;yes
25;admin.;married;primary;no;-535;yes;no;unknown;16;jul;284;2;-1;0;unknown;no
40;blue-collar;married;tertiary;no;1227;yes;no;cellular;19;jun;316;4;56;0;unknown;yes
34;management;divorced;primary;no;-935;no;yes;unknown;23;may;6;2;-1;0;unknown;no
45;technician;married;secondary;no;223;no;no;unknown;5;apr;307;5;110;1;unknown;yes
47;self-employed;single;secondary;no;4063;yes;no;cellular;5;aug;726;1;185;3;unknown;yes
33;management;married;tertiary;no;1276;yes;no;cellular;23;may;51;1;-1;0;unknown;no
48;technician;divorced;secondary;no;-1441;yes;no;telephone;23;may;191;3;-1;0;unknown;no
48;services;divorced;secondary;no;4171;yes;no;cellular;7;aug;310;1;249;1;unknown;no
48;technician;divorced;secondary;no;2102;no;no;cellular;25;aug;67;2;-1;0;unknown;no
36;management;married;secondary;yes;2227;yes;no;cellular;17;may;362;2;-1;0;unknown;yes
49;blue-collar;single;secondary;no;-1327;no;no;cellular;1;nov;526;1;-1;0;unknown;yes
46;admin.;single;primary;no;-3000;no;no;unknown;3;jul;438;3;-1;0;unknown;no
48;services;married;unknown;no;-1368;no;no;cellular;16;may;77;3;375;1;unknown;yes
59;blue-collar;single;secondary;no;-1673;yes;no;cellular;22;may;423;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;-489;yes;no;cellular;2;aug;138;1;-1;0;failure;no
34;management;married;tertiary;no;-1175;yes;no;telephone;25;may;80;1;-1;0;unknown;no
28;management;married;secondary;no;1688;yes;no;cellular;1;jun;47;1;-1;0;unknown;no
53;retired;married;tertiary;no;3992;no;yes;unknown;21;jul;623;2;-1;0;unknown;yes
44;blue-collar;married;secondary;no;4578;yes;no;unknown;7;jun;144;4;380;4;unknown;no
59;housemaid;single;tertiary;no;3861;no;no;cellular;10;jul;522;4;-1;0;unknown;yes
18;retired;married;primary;no;-1342;yes;no;cellular;3;jun;45;3;-1;0;unknown;no
51;unemployed;single;tertiary;no;1526;yes;no;cellular;18;may;378;2;-1;0;unknown;no
38;services;married;tertiary;no;6045;no;no;telephone;3;may;30;1;-1;0;unknown;yes
37;technician;married;secondary;no;-3000;no;no;unknown;28;jun;4;2;-1;0;success;yes
32;services;married;primary;no;5394;yes;no;unknown;7;aug;1380;2;-1;0;unknown;yes
50;management;single;secondary;no;-1638;yes;no;cellular;15;jul;19;3;358;4;failure;no
47;blue-collar;married;unknown;no;2231;yes;no;cellular;1;may;160;1;-1;0;unknown;no
28;self-employed;single;secondary;no;2588;no;no;cellular;24;dec;547;2;-1;0;unknown;no
42;retired;divorced;secondary;no;1919;yes;no;cellular;19;apr;444;3;-1;0;unknown;no
48;retired;single;primary;no;8035;no;no;cellular;5;may;165;4;-1;0;unknown;no
42;management;married;secondary;no;447;no;no;cellular;26;may;245;3;100;1;unknown;no
53;management;married;secondary;no;-3000;no;no;cellular;27;may;258;1;-1;0;unknown;no
37;entrepreneur;single;unknown;no;2419;yes;no;cellular;21;jul;30;3;-1;0;unknown;no
18;management;married;secondary;no;839;yes;yes;cellular;22;feb;87;1;-1;0;unknown;yes
43;blue-collar;single;tertiary;no;3014;no;no;cellular;7;may;93;6;-1;0;unknown;no
42;technician;married;secondary;no;3996;yes;no;cellular;11;may;123;4;-1;0;other;no
44;blue-collar;divorced;primary;no;1248;yes;no;cellular;1;jul;83;3;-1;0;unknown;no
53;admin.;single;secondary;no;2658;yes;no;cellular;22;nov;75;1;-1;0;unknown;no
19;management;divorced;secondary;no;1782;yes;no;unknown;2;aug;113;1;-1;0;unknown;no
38;self-employed;married;unknown;no;6725;yes;no;cellular;14;may;123;2;-1;0;unknown;yes
30;management;single;tertiary;no;238;yes;no;unknown;10;jul;173;1;382;0;unknown;yes
27;blue-collar;married;secondary;no;-711;no;no;cellular;3;feb;49;1;-1;0;failure;no
40;management;married;secondary;no;3992;no;no;cellular;14;may;403;7;121;3;unknown;yes
48;entrepreneur;single;secondary;no;-1437;yes;no;cellular;5;aug;512;3;-1;0;unknown;no
44;technician;single;tertiary;no;2526;yes;no;cellular;17;jun;74;3;-1;0;unknown;no
33;technician;divorced;tertiary;no;841;no;no;cellular;7;apr;34;2;-1;0;unknown;no
39;management;single;tertiary;no;1046;no;no;unknown;1;may;333;3;359;2;unknown;yes
51;blue-collar;married;secondary;no;8661;yes;no;cellular;24;may;670;2;-1;0;unknown;yes
48;services;married;secondary;no;5052;no;no;cellular;11;may;9;3;-1;0;unknown;no
34;admin.;single;secondary;no;4414;no;no;cellular;28;jun;3;1;-1;0;unknown;no
34;management;married;secondary;no;2941;yes;no;cellular;6;may;52;1;-1;0;unknown;yes
22;entrepreneur;married;secondary;no;-724;no;no;unknown;16;dec;300;4;-1;0;unknown;no
36;technician;married;primary;no;2134;no;no;unknown;27;jul;870;1;-1;0;unknown;yes
21;admin.;married;primary;no;3099;no;no;cellular;14;oct;360;2;143;1;unknown;yes
63;management;married;tertiary;no;1946;yes;yes;cellular;17;aug;221;5;28;2;unknown;no
31;services;married;tertiary;no;1634;yes;no;cellular;15;jul;313;2;-1;0;other;yes
53;management;married;secondary;no;157;no;yes;unknown;14;jun;68;1;-1;0;unknown;no
60;admin.;married;secondary;no;2170;yes;yes;cellular;7;jan;303;3;-1;0;unknown;yes
43;unemployed;divorced;secondary;no;-226;no;no;unknown;10;jul;100;3;221;2;other;no
39;management;married;tertiary;no;3460;yes;yes;cellular;19;may;65;3;-1;0;unknown;no
26;retired;married;tertiary;no;-3000;yes;no;unknown;7;apr;70;2;-1;0;unknown;yes
35;blue-collar;single;tertiary;no;5426;yes;no;cellular;15;may;286;1;318;2;failure;no
58;management;married;tertiary;no;-2584;no;yes;cellular;27;aug;378;3;-1;0;failure;no
44;management;divorced;secondary;no;-1851;no;no;cellular;24;dec;226;3;-1;0;unknown;no
41;admin.;single;secondary;no;2576;yes;no;unknown;26;may;17;2;-1;0;unknown;no
55;admin.;married;secondary;no;2969;no;no;unknown;14;jun;10;3;-1;0;unknown;no
48;technician;married;secondary;no;7584;yes;no;telephone;15;oct;63;1;-1;0;failure;no
39;blue-collar;single;tertiary;no;2238;no;no;unknown;19;may;87;5;-1;0;failure;no
43;blue-collar;divorced;secondary;no;1228;no;no;cellular;21;apr;134;2;-1;0;failure;no
32;management;married;primary;yes;1923;no;yes;unknown;26;may;20;3;-1;0;unknown;no
34;services;single;secondary;no;6121;no;no;unknown;16;nov;335;4;-1;0;unknown;no
38;admin.;married;unknown;no;8623;yes;no;cellular;2;may;323;3;-1;0;unknown;yes
47;management;divorced;secondary;no;795;yes;no;cellular;2;may;110;1;-1;0;unknown;no
27;blue-collar;married;secondary;no;2978;no;no;cellular;1;jun;215;1;-1;0;unknown;no
41;admin.;divorced;secondary;no;1126;yes;no;cellular;16;oct;27;3;-1;0;unknown;no
36;admin.;single;primary;no;1067;no;no;unknown;19;dec;139;2;200;2;failure;no
31;technician;single;secondary;no;6987;no;no;cellular;4;may;506;1;-1;0;failure;yes
36;blue-collar;married;tertiary;no;-1427;yes;no;cellular;3;dec;280;6;-1;0;unknown;no
18;admin.;married;secondary;no;-3000;no;no;cellular;11;may;28;1;-1;0;success;yes
32;management;married;tertiary;no;2302;no;yes;cellular;24;may;489;3;-1;0;unknown;yes
28;technician;married;secondary;no;4953;no;no;cellular;17;dec;296;5;-1;0;unknown;yes
37;blue-collar;married;primary;no;2009;yes;yes;unknown;5;jun;156;3;-1;0;unknown;no
18;management;single;tertiary;no;2856;yes;no;cellular;23;may;306;5;-1;0;unknown;yes
43;admin.;married;secondary;no;3607;yes;no;unknown;9;jun;49;3;-1;0;unknown;no
51;management;married;secondary;no;1682;no;no;cellular;1;aug;207;1;-1;0;failure;no
39;management;divorced;tertiary;no;3018;no;yes;unknown;25;sep;250;2;-1;0;unknown;no
46;management;divorced;secondary;no;2968;no;no;cellular;27;oct;683;1;-1;0;unknown;yes
35;entrepreneur;divorced;tertiary;no;-3000;yes;no;cellular;9;jul;18;2;-1;0;unknown;no
23;blue-collar;divorced;primary;no;1691;yes;yes;cellular;4;oct;122;3;-1;0;unknown;no
41;admin.;married;secondary;no;-3000;no;yes;unknown;16;jun;718;1;-1;0;unknown;no
48;housemaid;married;primary;no;1235;no;no;cellular;15;jul;63;4;-1;0;success;yes
26;admin.;single;tertiary;no;-135;no;no;cellular;10;aug;436;6;68;3;unknown;no
35;services;single;secondary;no;4452;no;no;unknown;5;may;0;2;-1;0;success;yes
38;unemployed;married;tertiary;no;2083;no;no;cellular;16;mar;6;2;-1;0;unknown;yes
72;unemployed;single;tertiary;no;2769;no;no;cellular;6;may;103;4;-1;0;unknown;yes
43;technician;married;secondary;no;775;no;yes;cellular;16;jul;380;4;-1;0;other;no
20;retired;married;secondary;no;4506;yes;no;cellular;4;may;28;3;-1;0;unknown;no
18;services;married;secondary;no;-3000;no;yes;cellular;22;apr;125;2;-1;0;unknown;no
49;blue-collar;married;secondary;no;-1336;no;yes;cellular;21;may;36;3;-1;0;unknown;yes
68;retired;married;secondary;no;5208;yes;yes;unknown;15;feb;65;1;163;3;unknown;no
37;management;married;secondary;no;43;yes;no;cellular;3;aug;181;4;-1;0;failure;no
37;management;single;unknown;no;-3000;yes;no;cellular;19;may;99;2;-1;0;unknown;no
45;services;married;tertiary;no;5707;yes;no;cellular;9;apr;61;3;-1;0;failure;no
32;blue-collar;married;tertiary;no;4580;yes;no;cellular;5;jul;130;2;-1;0;unknown;no
18;blue-collar;divorced;tertiary;no;3482;yes;no;cellular;16;oct;313;3;-1;0;unknown;yes
52;technician;divorced;secondary;no;1633;yes;no;unknown;27;jan;33;3;-1;0;unknown;no
34;admin.;single;secondary;no;6332;yes;no;unknown;3;may;169;5;-1;0;failure;no
52;management;single;tertiary;no;5125;no;no;unknown;8;dec;83;4;-1;0;unknown;no
32;technician;single;secondary;no;5993;yes;no;cellular;24;may;123;3;-1;0;failure;no
42;retired;married;unknown;no;3436;no;no;unknown;14;dec;448;2;-1;0;unknown;yes
50;management;married;secondary;no;1718;yes;no;unknown;3;may;690;4;-1;0;unknown;yes
52;blue-collar;married;secondary;no;152;yes;no;cellular;16;may;72;1;-1;0;unknown;no
43;entrepreneur;married;tertiary;no;-2456;yes;no;cellular;7;may;258;1;-1;0;unknown;no
43;technician;married;unknown;no;2856;no;no;cellular;9;mar;293;1;-1;0;unknown;no
47;management;single;secondary;no;3106;no;no;cellular;3;nov;480;3;100;3;unknown;yes
46;management;married;tertiary;no;300;yes;yes;unknown;8;dec;596;4;-1;0;unknown;yes
26;admin.;married;secondary;no;3191;no;no;cellular;28;dec;164;3;-1;0;success;yes
27;admin.;married;secondary;no;353;yes;no;telephone;12;oct;1052;3;-1;0;unknown;yes
18;unemployed;single;tertiary;no;3952;no;no;cellular;17;oct;918;3;-1;0;unknown;yes
49;housemaid;married;secondary;no;-1296;no;no;cellular;28;jul;183;1;-1;0;unknown;yes
36;retired;single;tertiary;no;-1815;no;no;cellular;14;sep;203;1;-1;0;unknown;yes
50;admin.;married;secondary;yes;628;no;no;unknown;16;may;286;6;-1;0;unknown;yes
45;services;married;secondary;no;3836;no;no;cellular;19;may;121;2;-1;0;unknown;yes
29;technician;married;secondary;no;-2126;no;yes;unknown;28;jul;282;1;-1;0;unknown;no
39;management;single;secondary;no;4499;no;no;cellular;4;nov;187;1;-1;0;unknown;no
35;blue-collar;married;secondary;no;-3000;no;yes;cellular;3;jul;9;3;-1;0;unknown;no
34;management;single;unknown;no;609;no;yes;cellular;13;sep;498;1;-1;0;unknown;yes
51;services;married;secondary;no;-2889;no;no;unknown;9;jun;733;1;-1;0;unknown;yes
68;management;married;tertiary;no;-3000;no;no;cellular;13;aug;6;3;74;1;unknown;yes
53;technician;single;secondary;no;2449;no;no;cellular;12;dec;404;5;-1;0;success;yes
40;retired;single;secondary;no;816;no;no;cellular;26;may;126;3;-1;0;unknown;yes
54;technician;single;secondary;no;-2841;yes;no;unknown;21;dec;229;1;-1;0;unknown;yes
59;retired;single;secondary;no;-199;yes;no;cellular;15;jun;180;2;154;2;unknown;yes
25;blue-collar;single;secondary;no;2675;yes;no;cellular;3;jul;208;5;-1;0;unknown;no
54;blue-collar;single;secondary;no;245;yes;no;cellular;3;nov;177;1;-1;0;other;yes
49;blue-collar;single;secondary;no;753;yes;no;cellular;27;may;499;3;222;3;failure;no
54;technician;single;primary;yes;154;no;no;unknown;2;may;299;1;139;3;unknown;yes
49;services;single;secondary;no;-396;no;no;unknown;26;jun;138;6;-1;0;unknown;yes
38;self-employed;single;secondary;no;-436;no;no;cellular;6;jan;303;3;-1;0;unknown;yes
63;blue-collar;single;primary;no;-524;yes;no;unknown;25;jun;871;2;260;2;unknown;no
44;blue-collar;married;tertiary;no;-909;no;no;unknown;16;may;21;6;-1;0;unknown;no
36;services;divorced;secondary;no;-1701;no;no;cellular;23;dec;127;2;-1;0;unknown;no
46;management;single;secondary;no;210;no;no;unknown;18;mar;531;2;-1;0;unknown;yes
51;blue-collar;married;secondary;no;-569;yes;yes;telephone;9;jun;349;1;-1;0;unknown;yes
42;retired;single;tertiary;no;-1865;yes;yes;cellular;3;dec;710;1;-1;0;unknown;yes
45;admin.;married;secondary;no;3648;no;yes;telephone;23;nov;10;3;-1;0;unknown;yes
41;blue-collar;married;tertiary;no;5047;no;no;cellular;26;jul;516;1;-1;0;unknown;no
33;management;single;secondary;no;1349;no;yes;cellular;23;jul;408;4;-1;0;unknown;no
31;blue-collar;married;unknown;no;1549;no;no;unknown;16;may;438;2;-1;0;unknown;yes
25;unemployed;single;tertiary;no;-727;no;no;unknown;4;may;236;2;-1;0;unknown;no
57;blue-collar;single;tertiary;no;4551;no;no;unknown;14;apr;13;3;27;2;failure;no
38;blue-collar;married;secondary;no;6564;no;no;cellular;4;aug;201;2;-1;0;unknown;no
18;blue-collar;married;secondary;no;858;no;no;unknown;28;may;136;2;-1;0;unknown;no
45;services;married;secondary;no;-214;yes;no;cellular;18;jul;194;2;-1;0;success;no
45;management;single;secondary;no;2374;yes;no;cellular;18;may;350;4;-1;0;unknown;no
20;management;divorced;tertiary;no;1736;yes;no;cellular;18;jun;235;6;-1;0;unknown;no
31;admin.;single;primary;no;-150;yes;yes;cellular;28;jun;89;1;-1;0;unknown;no
31;admin.;married;primary;no;2763;yes;no;cellular;27;aug;237;1;108;1;success;yes
32;management;single;secondary;no;4164;yes;no;cellular;21;may;22;2;-1;0;unknown;no
54;technician;married;secondary;no;-1007;no;no;unknown;3;may;1;2;-1;0;other;no
39;technician;single;secondary;no;8976;yes;yes;unknown;26;apr;133;5;314;1;unknown;no
36;admin.;married;tertiary;no;-3000;yes;no;unknown;7;mar;368;2;-1;0;success;yes
53;management;single;secondary;no;-1205;no;no;cellular;13;jul;449;3;190;3;unknown;yes
46;technician;married;primary;no;2051;no;no;unknown;7;may;207;5;-1;0;success;yes
21;housemaid;divorced;secondary;no;8090;no;yes;unknown;22;feb;526;1;288;2;unknown;yes
